asin,amazon_url,idea_lists,issue
B0CPVS69WB,https://www.amazon.com/dp/B0CPVS69WB?tag=hillarypeil-20,BRIDE- Spoil Her for the Big Day!,Amazon Creators API returned no product record after retry
B0CPXNJSRH,https://www.amazon.com/dp/B0CPXNJSRH?tag=hillarypeil-20,HOLIDAY ESSENTIALS,Amazon Creators API returned no product record after retry
B0CQ5C8FB8,https://www.amazon.com/dp/B0CQ5C8FB8?tag=hillarypeil-20,OVER 40 & Fabulous HILLARY'S Capsule WARDROBE - Effortless & Chic,Amazon Creators API returned no product record after retry
B0CQ84F1PQ,https://www.amazon.com/dp/B0CQ84F1PQ?tag=hillarypeil-20,BATHROOM REMODEL,Amazon Creators API returned no product record after retry
B0CQCHC24S,https://www.amazon.com/dp/B0CQCHC24S?tag=hillarypeil-20,JULY TOP PICKS,Amazon Creators API returned no product record after retry
B0CQPK1HSQ,https://www.amazon.com/dp/B0CQPK1HSQ?tag=hillarypeil-20,GIFTS UNDER $50 | January Best Sellers 2,Amazon Creators API returned no product record after retry
B0CQRXBYXS,https://www.amazon.com/dp/B0CQRXBYXS?tag=hillarypeil-20,BRIDE- Spoil Her for the Big Day!,Amazon Creators API returned no product record after retry
B0CQT7V5H7,https://www.amazon.com/dp/B0CQT7V5H7?tag=hillarypeil-20,CHIC WITHOUT THE SPLURGE TRAVEL,Amazon Creators API returned no product record after retry
B0CQWX1X3Q,https://www.amazon.com/dp/B0CQWX1X3Q?tag=hillarypeil-20,48 Yr Old Mom of 5 - What I am OBSESSED over! | LUXURY GIFTS | QUIET LUXURY/OLD MONEY,Amazon Creators API returned no product record after retry
B0CQYR9VW7,https://www.amazon.com/dp/B0CQYR9VW7?tag=hillarypeil-20,CURTAINS,Amazon Creators API returned no product record after retry
B0CQYWRM7S,https://www.amazon.com/dp/B0CQYWRM7S?tag=hillarypeil-20,WORK WEAR,Amazon Creators API returned no product record after retry
B0CR1BYVJF,https://www.amazon.com/dp/B0CR1BYVJF?tag=hillarypeil-20,KITCHEN Essentials,Amazon Creators API returned no product record after retry
B0CR74V7YR,https://www.amazon.com/dp/B0CR74V7YR?tag=hillarypeil-20,HILLARY'S BEACH Bag Essentials,Amazon Creators API returned no product record after retry
B0CR8NWGNT,https://www.amazon.com/dp/B0CR8NWGNT?tag=hillarypeil-20,ELEVATED HOLIDAY FASHION,Amazon Creators API returned no product record after retry
B0CRHXKC7S,https://www.amazon.com/dp/B0CRHXKC7S?tag=hillarypeil-20,The STYLE EDIT - HOTTEST finds RIGHT NOW!,Amazon Creators API returned no product record after retry
B0CRJWWZP3,https://www.amazon.com/dp/B0CRJWWZP3?tag=hillarypeil-20,RUGS,Amazon Creators API returned no product record after retry
B0CSPWPJVK,https://www.amazon.com/dp/B0CSPWPJVK?tag=hillarypeil-20,HALLOWEEN,Amazon Creators API returned no product record after retry
B0CSRHBGJ2,https://www.amazon.com/dp/B0CSRHBGJ2?tag=hillarypeil-20,COFFEE TABLES. SIDE TABLES. ACCENT TABLES,Amazon Creators API returned no product record after retry
B0CT1KLSC5,https://www.amazon.com/dp/B0CT1KLSC5?tag=hillarypeil-20,ENTERTAINING Essentials,Amazon Creators API returned no product record after retry
B0CT2R7199,https://www.amazon.com/dp/B0CT2R7199?tag=hillarypeil-20,TECH ESSENTIALS,Amazon Creators API returned no product record after retry
B0CT3P12J7,https://www.amazon.com/dp/B0CT3P12J7?tag=hillarypeil-20,For the Hostess - GIFT GUIDE | LAST MINUTE GIFTS | VASES. TRAYS. BOXES.,Amazon Creators API returned no product record after retry
B0CT4HWWM3,https://www.amazon.com/dp/B0CT4HWWM3?tag=hillarypeil-20,DORM ROOM ESSENTIALS,Amazon Creators API returned no product record after retry
B0CT6CPRZ7,https://www.amazon.com/dp/B0CT6CPRZ7?tag=hillarypeil-20,SOFAS. ACCENT CHAIRS. OTTOMANS.,Amazon Creators API returned no product record after retry
B0CTDJ2LVB,https://www.amazon.com/dp/B0CTDJ2LVB?tag=hillarypeil-20,April Amazon Live,Amazon Creators API returned no product record after retry
B0CTHDSK1L,https://www.amazon.com/dp/B0CTHDSK1L?tag=hillarypeil-20,HOLIDAY COLOR CRUSHES 2025,Amazon Creators API returned no product record after retry
B0CV4NS9SS,https://www.amazon.com/dp/B0CV4NS9SS?tag=hillarypeil-20,SOFAS. ACCENT CHAIRS. OTTOMANS.,Amazon Creators API returned no product record after retry
B0CV7P71DX,https://www.amazon.com/dp/B0CV7P71DX?tag=hillarypeil-20,HOME DECOR,Amazon Creators API returned no product record after retry
B0CW1XG6G4,https://www.amazon.com/dp/B0CW1XG6G4?tag=hillarypeil-20,SOFAS. ACCENT CHAIRS. OTTOMANS.,Amazon Creators API returned no product record after retry
B0CW383BQ5,https://www.amazon.com/dp/B0CW383BQ5?tag=hillarypeil-20,HOLIDAY THEMES 2025,Amazon Creators API returned no product record after retry
B0CWYX5MQ9,https://www.amazon.com/dp/B0CWYX5MQ9?tag=hillarypeil-20,PILATES PRINCESS,Amazon Creators API returned no product record after retry
B0CXDVBKMP,https://www.amazon.com/dp/B0CXDVBKMP?tag=hillarypeil-20,FAUX INDOOR/OUTDOOR,Amazon Creators API returned no product record after retry
B0CXGQVN1S,https://www.amazon.com/dp/B0CXGQVN1S?tag=hillarypeil-20,THE Littles - GIFT GUIDE,Amazon Creators API returned no product record after retry
B0CXWVSW82,https://www.amazon.com/dp/B0CXWVSW82?tag=hillarypeil-20,Spring Obsessed,Amazon Creators API returned no product record after retry
B0CXXRB1MX,https://www.amazon.com/dp/B0CXXRB1MX?tag=hillarypeil-20,Our REMODEL HOME,Amazon Creators API returned no product record after retry
B0CY3RFQCM,https://www.amazon.com/dp/B0CY3RFQCM?tag=hillarypeil-20,NEW HOME FINDS | OUTDOOR Oasis,Amazon Creators API returned no product record after retry
B0CY3S98RK,https://www.amazon.com/dp/B0CY3S98RK?tag=hillarypeil-20,Your Currently MOST-LOVED,Amazon Creators API returned no product record after retry
B0CY43YVNP,https://www.amazon.com/dp/B0CY43YVNP?tag=hillarypeil-20,COFFEE BAR Essentials | KITCHEN Essentials | KITCHEN Organizing,Amazon Creators API returned no product record after retry
B0CY8FSBJ9,https://www.amazon.com/dp/B0CY8FSBJ9?tag=hillarypeil-20,FASHION | MEMORIAL DAY SALE FOLLOWER FAVORITES,Amazon Creators API returned no product record after retry
B0CY8GJGRX,https://www.amazon.com/dp/B0CY8GJGRX?tag=hillarypeil-20,CHIC WITHOUT THE SPLURGE TRAVEL | RESORT WEAR FASHION,Amazon Creators API returned no product record after retry
B0CYBLXZSP,https://www.amazon.com/dp/B0CYBLXZSP?tag=hillarypeil-20,JULY TOP PICKS | OVER 40 & Fabulous HILLARY'S Capsule WARDROBE - Effortless & Chic,Amazon Creators API returned no product record after retry
B0CYBRSQMJ,https://www.amazon.com/dp/B0CYBRSQMJ?tag=hillarypeil-20,JANUARY Best Sellers,Amazon Creators API returned no product record after retry
B0CYH1HZJ6,https://www.amazon.com/dp/B0CYH1HZJ6?tag=hillarypeil-20,SKIMS LIKE BASICS,Amazon Creators API returned no product record after retry
B0CYSWDXPD,https://www.amazon.com/dp/B0CYSWDXPD?tag=hillarypeil-20,JUST IN...My Newest OBSESSIONS | UNDER $50 FALL Capsule,Amazon Creators API returned no product record after retry
B0CYSWQNG1,https://www.amazon.com/dp/B0CYSWQNG1?tag=hillarypeil-20,48 Yr Old Mom of 5 - What I am OBSESSED over! | April Amazon Live | BURGUNDY CRUSH,Amazon Creators API returned no product record after retry
B0CYZ9VRM5,https://www.amazon.com/dp/B0CYZ9VRM5?tag=hillarypeil-20,OUTDOOR Oasis,Amazon Creators API returned no product record after retry
B0CZ425G2K,https://www.amazon.com/dp/B0CZ425G2K?tag=hillarypeil-20,In MY Travel Bag | LUXE JEWELRY & ACCESSORIES | OVER 40 & Fabulous HILLARY'S Capsule WARDROBE - Effortless & Chic,Amazon Creators API returned no product record after retry
B0CZDNDH96,https://www.amazon.com/dp/B0CZDNDH96?tag=hillarypeil-20,2025 TOP SELLERS,Amazon Creators API returned no product record after retry
B0D1447BTC,https://www.amazon.com/dp/B0D1447BTC?tag=hillarypeil-20,LUXE JEWELRY & ACCESSORIES,Amazon Creators API returned no product record after retry
B0D17RTXDD,https://www.amazon.com/dp/B0D17RTXDD?tag=hillarypeil-20,THE DRESS SHOPPE - From BRUNCH to BLACK TIE,Amazon Creators API returned no product record after retry
B0D1KFD676,https://www.amazon.com/dp/B0D1KFD676?tag=hillarypeil-20,FEBRUARY Best Sellers,Amazon Creators API returned no product record after retry
B0D1KGV9GK,https://www.amazon.com/dp/B0D1KGV9GK?tag=hillarypeil-20,Spring Obsessed,Amazon Creators API returned no product record after retry
B0D1LF1VLB,https://www.amazon.com/dp/B0D1LF1VLB?tag=hillarypeil-20,HEALTHY Living,Amazon Creators API returned no product record after retry
B0D1M5RX8M,https://www.amazon.com/dp/B0D1M5RX8M?tag=hillarypeil-20,FASHION,Amazon Creators API returned no product record after retry
B0D1QQXH6V,https://www.amazon.com/dp/B0D1QQXH6V?tag=hillarypeil-20,January Best Sellers 2 | TECH ESSENTIALS,Amazon Creators API returned no product record after retry
B0D22B3MVZ,https://www.amazon.com/dp/B0D22B3MVZ?tag=hillarypeil-20,APRIL Best Sellers | April Amazon Live | ENTERTAINING Essentials,Amazon Creators API returned no product record after retry
B0D22QMK4J,https://www.amazon.com/dp/B0D22QMK4J?tag=hillarypeil-20,April Amazon Live,Amazon Creators API returned no product record after retry
B0D2JG64SD,https://www.amazon.com/dp/B0D2JG64SD?tag=hillarypeil-20,OVER 40 & Fabulous HILLARY'S Capsule WARDROBE - Effortless & Chic,Amazon Creators API returned no product record after retry
B0D2M9L511,https://www.amazon.com/dp/B0D2M9L511?tag=hillarypeil-20,ATHEISURE,Amazon Creators API returned no product record after retry
B0D2QPJL91,https://www.amazon.com/dp/B0D2QPJL91?tag=hillarypeil-20,BEDDING. PILLOWS. THROWS. TOWELS. | FEBRUARY Best Sellers,Amazon Creators API returned no product record after retry
B0D2QXGHP6,https://www.amazon.com/dp/B0D2QXGHP6?tag=hillarypeil-20,2025 TOP SELLERS,Amazon Creators API returned no product record after retry
B0D2W52YL4,https://www.amazon.com/dp/B0D2W52YL4?tag=hillarypeil-20,BEAUTY MUST-HAVES,Amazon Creators API returned no product record after retry
B0D3FFS89X,https://www.amazon.com/dp/B0D3FFS89X?tag=hillarypeil-20,THE DRESS SHOPPE - From BRUNCH to BLACK TIE,Amazon Creators API returned no product record after retry
B0D3J9ZWLC,https://www.amazon.com/dp/B0D3J9ZWLC?tag=hillarypeil-20,TOP OCTOBER DEALS,Amazon Creators API returned no product record after retry
B0D3KKSLMS,https://www.amazon.com/dp/B0D3KKSLMS?tag=hillarypeil-20,HOLIDAY COLOR CRUSHES 2025,Amazon Creators API returned no product record after retry
B0D3QBLY59,https://www.amazon.com/dp/B0D3QBLY59?tag=hillarypeil-20,LUXE JEWELRY & ACCESSORIES,Amazon Creators API returned no product record after retry
B0D3V192HS,https://www.amazon.com/dp/B0D3V192HS?tag=hillarypeil-20,HOME DECOR,Amazon Creators API returned no product record after retry
B0D3VMBDPQ,https://www.amazon.com/dp/B0D3VMBDPQ?tag=hillarypeil-20,TOP SEPTEMBER DEALS,Amazon Creators API returned no product record after retry
B0D41HCXC5,https://www.amazon.com/dp/B0D41HCXC5?tag=hillarypeil-20,AUGUST TOP PICKS | OVER 40 & Fabulous HILLARY'S Capsule WARDROBE - Effortless & Chic,Amazon Creators API returned no product record after retry
B0D41L71SS,https://www.amazon.com/dp/B0D41L71SS?tag=hillarypeil-20,BATHROOM Essentials | ELEVATED Bathroom Must-Haves,Amazon Creators API returned no product record after retry
B0D43SGJ1M,https://www.amazon.com/dp/B0D43SGJ1M?tag=hillarypeil-20,FASHION,Amazon Creators API returned no product record after retry
B0D45YDLCZ,https://www.amazon.com/dp/B0D45YDLCZ?tag=hillarypeil-20,AUTUMN Vibes,Amazon Creators API returned no product record after retry
B0D47CTSGY,https://www.amazon.com/dp/B0D47CTSGY?tag=hillarypeil-20,WINTER FASHION,Amazon Creators API returned no product record after retry
B0D48PJSP2,https://www.amazon.com/dp/B0D48PJSP2?tag=hillarypeil-20,EUROPEAN SUMMER,Amazon Creators API returned no product record after retry
B0D48W25CH,https://www.amazon.com/dp/B0D48W25CH?tag=hillarypeil-20,ELEVATED KITCHEN Must-Haves | GIFTING | NIGHTSTAND Essentials | Your Currently MOST-LOVED,Amazon Creators API returned no product record after retry
B0D4QLHC9W,https://www.amazon.com/dp/B0D4QLHC9W?tag=hillarypeil-20,WINTER FASHION,Amazon Creators API returned no product record after retry
B0D4TGZZRP,https://www.amazon.com/dp/B0D4TGZZRP?tag=hillarypeil-20,TOP 100 HOME PICKS,Amazon Creators API returned no product record after retry
B0D4Z94STB,https://www.amazon.com/dp/B0D4Z94STB?tag=hillarypeil-20,BURGUNDY CRUSH | JUST IN...My Newest OBSESSIONS,Amazon Creators API returned no product record after retry
B0D59RGGWS,https://www.amazon.com/dp/B0D59RGGWS?tag=hillarypeil-20,AUTUMN Vibes,Amazon Creators API returned no product record after retry
B0D5BH6YVG,https://www.amazon.com/dp/B0D5BH6YVG?tag=hillarypeil-20,FOR HER - HANDBAGS,Amazon Creators API returned no product record after retry
B0D5H7N3C1,https://www.amazon.com/dp/B0D5H7N3C1?tag=hillarypeil-20,VIRAL Holiday Finds,Amazon Creators API returned no product record after retry
B0D5HJYHM5,https://www.amazon.com/dp/B0D5HJYHM5?tag=hillarypeil-20,CHIC 2-PIECE SETS,Amazon Creators API returned no product record after retry
B0D5LYYZR3,https://www.amazon.com/dp/B0D5LYYZR3?tag=hillarypeil-20,HOLIDAY COLOR CRUSHES 2025,Amazon Creators API returned no product record after retry
B0D5RBM7QK,https://www.amazon.com/dp/B0D5RBM7QK?tag=hillarypeil-20,JULY TOP PICKS,Amazon Creators API returned no product record after retry
B0D5YLMTZ7,https://www.amazon.com/dp/B0D5YLMTZ7?tag=hillarypeil-20,QUIET LUXURY/OLD MONEY,Amazon Creators API returned no product record after retry
B0D66PYP6N,https://www.amazon.com/dp/B0D66PYP6N?tag=hillarypeil-20,AUTUMN Vibes,Amazon Creators API returned no product record after retry
B0D66T6PXK,https://www.amazon.com/dp/B0D66T6PXK?tag=hillarypeil-20,FAUX & DRIED FLORALS,Amazon Creators API returned no product record after retry
B0D66V1668,https://www.amazon.com/dp/B0D66V1668?tag=hillarypeil-20,AUTUMN Vibes,Amazon Creators API returned no product record after retry
B0D6FQSN32,https://www.amazon.com/dp/B0D6FQSN32?tag=hillarypeil-20,HOLIDAY EVENING Looks,Amazon Creators API returned no product record after retry
B0D6FZ4YF2,https://www.amazon.com/dp/B0D6FZ4YF2?tag=hillarypeil-20,FAUX INDOOR/OUTDOOR | OUTDOOR Oasis,Amazon Creators API returned no product record after retry
B0D6KXFZLV,https://www.amazon.com/dp/B0D6KXFZLV?tag=hillarypeil-20,HOLIDAY COLOR CRUSHES 2025,Amazon Creators API returned no product record after retry
B0D6QSLWXX,https://www.amazon.com/dp/B0D6QSLWXX?tag=hillarypeil-20,BURGUNDY CRUSH | MARCH Best Sellers | SKIMS LIKE BASICS,Amazon Creators API returned no product record after retry
B0D6R7W4MB,https://www.amazon.com/dp/B0D6R7W4MB?tag=hillarypeil-20,Amazon Furniture in Our Home,Amazon Creators API returned no product record after retry
B0D6V4MYJN,https://www.amazon.com/dp/B0D6V4MYJN?tag=hillarypeil-20,BURGUNDY CRUSH,Amazon Creators API returned no product record after retry
B0D78JWPY8,https://www.amazon.com/dp/B0D78JWPY8?tag=hillarypeil-20,UNDER $50 FALL Capsule,Amazon Creators API returned no product record after retry
B0D78TY4JG,https://www.amazon.com/dp/B0D78TY4JG?tag=hillarypeil-20,THE DRESS SHOPPE - From BRUNCH to BLACK TIE,Amazon Creators API returned no product record after retry
B0D7BJHSZX,https://www.amazon.com/dp/B0D7BJHSZX?tag=hillarypeil-20,JANUARY Best Sellers,Amazon Creators API returned no product record after retry
B0D7CFHPB4,https://www.amazon.com/dp/B0D7CFHPB4?tag=hillarypeil-20,WORK WEAR,Amazon Creators API returned no product record after retry
B0D7CH3PLP,https://www.amazon.com/dp/B0D7CH3PLP?tag=hillarypeil-20,WORK WEAR,Amazon Creators API returned no product record after retry
B0D7GWBLMB,https://www.amazon.com/dp/B0D7GWBLMB?tag=hillarypeil-20,LUXURY GIFTS,Amazon Creators API returned no product record after retry
B0D7LXP5FC,https://www.amazon.com/dp/B0D7LXP5FC?tag=hillarypeil-20,ELEVATED HOLIDAY FASHION,Amazon Creators API returned no product record after retry
B0D7M69H74,https://www.amazon.com/dp/B0D7M69H74?tag=hillarypeil-20,DECEMBER Best Sellers,Amazon Creators API returned no product record after retry
B0D7MFXCTM,https://www.amazon.com/dp/B0D7MFXCTM?tag=hillarypeil-20,TRAVEL,Amazon Creators API returned no product record after retry
B0D7VSQ19F,https://www.amazon.com/dp/B0D7VSQ19F?tag=hillarypeil-20,48 Yr Old Mom of 5 - What I am OBSESSED over! | ELEVATED KITCHEN Must-Haves | KITCHEN Essentials | QUIET LUXURY/OLD MONEY,Amazon Creators API returned no product record after retry
B0D83NBKKK,https://www.amazon.com/dp/B0D83NBKKK?tag=hillarypeil-20,WINTER FASHION,Amazon Creators API returned no product record after retry
B0D872MRPY,https://www.amazon.com/dp/B0D872MRPY?tag=hillarypeil-20,LAUNDRY Room Essentials | TOP MOVING/ORGANIZING,Amazon Creators API returned no product record after retry
B0D8J62X11,https://www.amazon.com/dp/B0D8J62X11?tag=hillarypeil-20,DECEMBER Best Sellers,Amazon Creators API returned no product record after retry
B0D8J7Z31J,https://www.amazon.com/dp/B0D8J7Z31J?tag=hillarypeil-20,AUGUST TOP PICKS,Amazon Creators API returned no product record after retry
B0D8J7ZJXZ,https://www.amazon.com/dp/B0D8J7ZJXZ?tag=hillarypeil-20,TOP SEPTEMBER DEALS,Amazon Creators API returned no product record after retry
B0D8SDKSQJ,https://www.amazon.com/dp/B0D8SDKSQJ?tag=hillarypeil-20,ENTERTAINING Essentials | MUST-HAVE HOSTING | TABLETOP MUST-HAVES,Amazon Creators API returned no product record after retry
B0D8TF37ZR,https://www.amazon.com/dp/B0D8TF37ZR?tag=hillarypeil-20,WINTER FASHION,Amazon Creators API returned no product record after retry
B0D91CFPQC,https://www.amazon.com/dp/B0D91CFPQC?tag=hillarypeil-20,UNDER $50 FALL Capsule,Amazon Creators API returned no product record after retry
B0D91Z4VB7,https://www.amazon.com/dp/B0D91Z4VB7?tag=hillarypeil-20,In MY Travel Bag | JUNE TOP PICKS,Amazon Creators API returned no product record after retry
B0D92RXMJB,https://www.amazon.com/dp/B0D92RXMJB?tag=hillarypeil-20,HOLIDAY COLOR CRUSHES 2025,Amazon Creators API returned no product record after retry
B0D966G252,https://www.amazon.com/dp/B0D966G252?tag=hillarypeil-20,CREATOR Favorites,Amazon Creators API returned no product record after retry
B0D982WS3V,https://www.amazon.com/dp/B0D982WS3V?tag=hillarypeil-20,TOP OCTOBER DEALS,Amazon Creators API returned no product record after retry
B0D999S5HV,https://www.amazon.com/dp/B0D999S5HV?tag=hillarypeil-20,LUXE JEWELRY & ACCESSORIES,Amazon Creators API returned no product record after retry
B0D9BQQGD5,https://www.amazon.com/dp/B0D9BQQGD5?tag=hillarypeil-20,UNDER $50 FALL Capsule,Amazon Creators API returned no product record after retry
B0D9GG3T8Y,https://www.amazon.com/dp/B0D9GG3T8Y?tag=hillarypeil-20,$50 WINTER FASHION,Amazon Creators API returned no product record after retry
